Отметка времени,Оберіть вашу посаду,Основна мова програмування,Додаткова мова програмування,"Фреймворки, бібліотеки й платформи",Вкажіть вашу спеціалізацію,Яку мову програмування ви використовуєте у роботі?,Оберіть вашу посаду_1,Оберіть вашу посаду_2,В якій області ви працюєте?,Місто,Тип компанії,Кількість технічних спеціалістів у вашій компанії (в Україні),Загальний стаж роботи за спеціальністю,Стаж на поточному місці роботи,"Зарплата за місяць, net, після податків",Наскільки змінилась ваша зарплата за останні 12 місяців?,Стать,Вік,Освіта,ЗВО,Знання англійської мови
2019/12/03 10:37:06 AM GMT+2,Project Manager,,,,,,,,Android;iOS;Embedded,Одеса,Аутсорсингова,понад 1000,10 і більше років,3 роки,4500,0,Чоловік,41,Кандидат,ХАІ,Advanced
2019/12/03 12:00:08 PM GMT+2,Director of Engineering / Program Director,,,,,,,,Телекомунікації;Фінанси та банки,Інше,Продуктова,до 50,10 і більше років,10 і більше років,4500,0,Чоловік,41,Вища,ДонНТУ,Advanced
2020/01/03 2:55:32 PM GMT+2,System Architect,C#/.NET,C#/.NET,.NET;Angular/Angular.js;ASP.NET,,,,,Веб-розробка,Харків,Аутсорсингова,понад 1000,10 і більше років,3 роки,4500,500,Чоловік,32,Вища,ХНЕУ,Upper-Intermediate
2019/12/27 12:48:30 AM GMT+2,DBA,,,,,,,,Embedded;Фінанси та банки,Віддалено,Аутстафінгова,до 1000,10 і більше років,Півроку,4500,0,Чоловік,41,Вища,ЧНТУ,Upper-Intermediate
2019/12/04 9:29:32 AM GMT+2,Business Analyst,,,,,,,,Android;Веб-розробка;Мультимедіа,Харків,Аутсорсингова,понад 1000,10 і більше років,1 рік,4500,700,Чоловік,42,Кандидат,НТУ «ХПІ»,Upper-Intermediate
2019/12/25 7:56:09 PM GMT+2,Project Manager,,,,,,,,Веб-розробка;Корпоративні системи,Київ,Інша,до 200,10 і більше років,10 і більше років,4500,0,Чоловік,42,Вища,КНЕУ,Elementary
2019/12/03 10:23:50 PM GMT+2,Senior Software Engineer,C#/.NET,Інша,.NET Core;Angular/Angular.js;ASP.NET,,,,,Веб-розробка;Корпоративні системи,Київ,Аутстафінгова,до 200,10 і більше років,3 місяці,4500,500,Чоловік,43,Вища,НТУУ «КПІ»,Upper-Intermediate
2019/12/03 6:54:20 AM GMT+2,Senior Software Engineer,C#/.NET,SQL,.NET;ASP.NET,,,,,Desktop Applications;Веб-розробка;Системне програмування,Київ,Аутстафінгова,понад 1000,10 і більше років,1 рік,4500,2500,Чоловік,44,Вища,ХНУРЕ,Intermediate
2019/12/04 10:44:28 AM GMT+2,Senior Software Engineer,Java,Kotlin,,,,,,Android;iOS;Мультимедіа,Київ,Продуктова,до 1000,10 і більше років,Півроку,4500,0,Чоловік,44,Вища,ВНТУ,Elementary
2019/12/07 1:10:16 PM GMT+2,Senior Software Engineer,C,Python,,,,,,Embedded;Системне програмування,Київ,Продуктова,до 200,10 і більше років,3 місяці,4500,300,Чоловік,44,Вища,КНУ ім. Шевченка,Upper-Intermediate
2019/12/24 10:14:41 PM GMT+2,Senior Software Engineer,Java,Python,,,,,,Embedded;Телекомунікації;Інше,Київ,Аутстафінгова,до 1000,10 і більше років,Менше 3 місяців,4500,800,Чоловік,45,Вища,Інший виш,Upper-Intermediate
2019/12/03 2:24:55 PM GMT+2,System Architect,Java,Python,Hibernate;Spring,,,,,Корпоративні системи,Львів,Аутсорсингова,понад 1000,10 і більше років,3 місяці,4500,800,Чоловік,46,Вища,ХНУРЕ,Upper-Intermediate
2019/12/03 10:31:01 PM GMT+2,Team Lead,,,,,,,,Веб-розробка,Київ,Аутсорсингова,до 1000,10 і більше років,5 років,4500,500,Чоловік,48,Незакінчена вища,КНУ ім. Шевченка,Advanced
2019/12/04 9:58:40 PM GMT+2,Senior Software Engineer,Java,SQL,Hadoop;Spring,,,,,Корпоративні системи,Київ,Аутстафінгова,понад 1000,8 років,3 роки,4500,200,Чоловік,48,Вища,,Upper-Intermediate
2019/12/03 10:53:40 PM GMT+2,Senior Software Engineer,Kotlin,Java,,,,,,Android,Київ,Аутсорсингова,понад 1000,10 і більше років,1 рік,4500,0,Чоловік,50,Кандидат,,Intermediate
2019/12/02 6:11:05 PM GMT+2,Project Manager,,,,,,,,Інше,Київ,Інша,до 10 спеціалістів,10 і більше років,2 роки,4500,0,Чоловік,53,Дві вищих,ДонНУ ім. Василя Стуса,Upper-Intermediate
2019/12/14 1:50:31 AM GMT+2,Team Lead,,,,,,,,Веб-розробка,Львів,Продуктова,до 50,10 і більше років,2 роки,4465,700,Чоловік,34,Вища,Львівська політехніка,Upper-Intermediate
2019/12/04 12:46:57 PM GMT+2,Senior Software Engineer,Swift,Objective-C,,,,,,iOS,Київ,Продуктова,до 50,7 років,2 роки,4450,400,Чоловік,27,Вища,НАУ,Intermediate
2019/12/15 11:24:03 AM GMT+2,System Architect,C#/.NET,Не використовую,.NET;.NET Core;ASP.NET,,,,,Desktop Applications;Веб-розробка;Корпоративні системи,Харків,Аутсорсингова,понад 1000,10 і більше років,7 років,4450,0,Чоловік,32,Вища,ХНУРЕ,Upper-Intermediate
2019/12/03 5:20:56 PM GMT+2,Senior Software Engineer,JavaScript,C#/.NET,Angular/Angular.js;ASP.NET;jQuery,,,,,Веб-розробка,Київ,Аутсорсингова,до 1000,10 і більше років,1 рік,4450,0,Чоловік,34,Незакінчена вища,,Intermediate
2019/12/17 10:22:19 AM GMT+2,Team Lead,,,,,,,,Веб-розробка;eCommerce,Київ,Продуктова,до 10 спеціалістів,10 і більше років,7 років,4450,100,Чоловік,37,Вища,НТУУ «КПІ»,Upper-Intermediate
2019/12/03 11:01:25 AM GMT+2,Senior Software Engineer,Kotlin,Swift,,,,,,Android;iOS,Віддалено,Продуктова,до 50,6 років,4 роки,4418,440,Чоловік,48,Вища,ДНУ ім. Гончара,Intermediate
2019/12/07 8:03:47 AM GMT+2,Team Lead,,,,,,,,Веб-розробка,Львів,Аутстафінгова,понад 1000,4 роки,1 рік,4400,1100,Чоловік,24,Вища,ЛНУ ім. Франка,Upper-Intermediate
2019/12/03 12:01:43 PM GMT+2,Technical Lead,JavaScript,Не використовую,React.js,,,,,Веб-розробка,Дніпро,Продуктова,до 200,4 роки,1 рік,4400,700,Чоловік,26,Вища,ДНУ ім. Гончара,Pre-Intermediate
2019/12/16 12:04:39 PM GMT+2,Technical Lead,Java,JavaScript,Spring,,,,,Веб-розробка;Корпоративні системи,Харків,Аутстафінгова,до 50,5 років,1 рік,4400,0,Чоловік,26,Вища,ХНУРЕ,Upper-Intermediate
2019/12/03 1:40:55 PM GMT+2,Team Lead,,,,,,,,Інше,Одеса,Аутстафінгова,до 1000,9 років,2 роки,4400,0,Чоловік,27,Вища,ОНАЗ,Intermediate
2019/12/04 12:23:32 AM GMT+2,Technical Lead,Java,JavaScript,Angular/Angular.js;Spring,,,,,Веб-розробка;Корпоративні системи,Харків,Аутстафінгова,до 50,5 років,1 рік,4400,800,Чоловік,27,Вища,ХНУРЕ,Upper-Intermediate
2019/12/05 1:18:30 AM GMT+2,Business Analyst,,,,,,,,Desktop Applications;Веб-розробка;eCommerce,Запоріжжя,Аутсорсингова,до 200,5 років,3 роки,4400,1400,Чоловік,27,Вища,ЗНТУ,Upper-Intermediate
2019/12/05 11:31:17 AM GMT+2,Senior Software Engineer,JavaScript,Swift,React.js;React Native,,,,,Android;iOS;Веб-розробка,Київ,Аутстафінгова,до 200,6 років,3 місяці,4400,1200,Жінка,27,Вища,ЧДУ ім. Петра Могили,Intermediate
2019/12/24 9:28:47 PM GMT+2,Senior Software Engineer,Kotlin,Java,,,,,,Android,Київ,Продуктова,до 200,8 років,7 років,4400,200,Чоловік,27,Незакінчена вища,НТУУ «КПІ»,Upper-Intermediate
2019/12/04 6:06:39 PM GMT+2,Technical Lead,PHP,SQL,"symfony, doctrine",,,,,Корпоративні системи,Київ,Аутстафінгова,до 200,8 років,3 місяці,4400,400,Чоловік,28,Вища,НТУУ «КПІ»,Advanced
2019/12/24 2:21:49 PM GMT+2,Team Lead,,,,,,,,Веб-розробка,Дніпро,Аутсорсингова,до 200,5 років,3 місяці,4400,1400,Чоловік,28,Вища,ДНУ ім. Гончара,Intermediate
2019/12/03 9:43:05 PM GMT+2,Team Lead,,,,,,,,Веб-розробка,Київ,Аутсорсингова,до 50,7 років,1 рік,4400,0,Чоловік,29,Вища,ХНУРЕ,Upper-Intermediate
2019/12/24 12:28:24 PM GMT+2,Technical Lead,Java,Ruby,Spring;Redis,,,,,Корпоративні системи;Інше,Львів,Аутсорсингова,понад 1000,10 і більше років,5 років,4400,200,Чоловік,29,Вища,ЛНУ ім. Франка,Advanced
2019/12/03 8:28:41 PM GMT+2,Software Engineer,Python,Java,Spring;Aiohttp ,,,,,Embedded,Київ,Продуктова,понад 1000,9 років,Менше 3 місяців,4400,900,Чоловік,30,Вища,ДНУ ім. Гончара,Intermediate
2019/12/04 7:58:05 PM GMT+2,Technical Lead,Java,Не використовую,Spring,,,,,Веб-розробка,Львів,Аутстафінгова,понад 1000,7 років,3 роки,4400,400,Чоловік,30,Вища,Львівська політехніка,Intermediate
2019/12/24 1:08:39 PM GMT+2,Director of Engineering / Program Director,,,,,,,,Веб-розробка,Харків,Аутсорсингова,до 200,10 і більше років,Півроку,4400,0,Чоловік,30,Дві вищих,ХАІ,Advanced
2019/12/30 4:05:52 PM GMT+2,Senior Software Engineer,JavaScript,Не використовую,Angular/Angular.js,,,,,Веб-розробка,Харків,Аутсорсингова,понад 1000,8 років,4 роки,4400,300,Чоловік,31,Вища,ХНУРЕ,Intermediate
2019/12/04 3:35:37 PM GMT+2,Senior Software Engineer,Java,Не використовую,Spring,,,,,Фінанси та банки,Київ,Аутсорсингова,до 1000,10 і більше років,2 роки,4400,400,Чоловік,32,Вища,ВНУ ім. Даля,Upper-Intermediate
2019/12/03 2:31:07 PM GMT+2,Senior Software Engineer,Java,SQL,Spring,,,,,Фінанси та банки;Корпоративні системи,Київ,Аутстафінгова,понад 1000,10 і більше років,Менше 3 місяців,4400,2200,Чоловік,34,Вища,ЧДУ ім. Петра Могили,Upper-Intermediate
2019/12/05 11:37:06 AM GMT+2,Senior Project Manager / Program Manager,,,,,,,,Веб-розробка;eCommerce,Київ,Продуктова,до 200,10 і більше років,3 роки,4400,200,Чоловік,34,Вища,КНУ ім. Шевченка,Advanced
2019/12/05 1:47:24 PM GMT+2,Technical Lead,C#/.NET,SQL,.NET Core;ASP.NET;Vue.js,,,,,Веб-розробка;Корпоративні системи,Київ,Аутсорсингова,понад 1000,9 років,3 роки,4400,400,Чоловік,34,Вища,Інший виш,Upper-Intermediate
2019/12/03 10:20:36 PM GMT+2,Senior Software Engineer,C#/.NET,JavaScript,.NET;.NET Core;React.js,,,,,Веб-розробка;Корпоративні системи,Київ,Продуктова,до 1000,10 і більше років,3 роки,4400,400,Чоловік,37,Незакінчена вища,,Upper-Intermediate
2019/12/24 2:08:16 PM GMT+2,Technical Lead,C++,Не використовую,,,,,,Інше,Київ,Аутсорсингова,понад 1000,10 і більше років,4 роки,4400,300,Жінка,37,Дві вищих,ХНУРЕ,Upper-Intermediate
2019/12/03 10:38:53 AM GMT+2,Senior Software Engineer,JavaScript,C#/.NET,ASP.NET;Node.js;React Native,,,,,Android;iOS;Веб-розробка,Харків,Аутстафінгова,до 200,10 і більше років,4 роки,4400,300,Чоловік,38,Вища,ХАІ,Upper-Intermediate
2019/12/24 2:00:05 PM GMT+2,Senior Software Engineer,PHP,SQL,,,,,,Корпоративні системи,Київ,Аутсорсингова,до 200,10 і більше років,7 років,4400,300,Чоловік,46,Вища,КНУ ім. Шевченка,Intermediate
2019/12/04 1:08:26 AM GMT+2,Senior Software Engineer,PHP,JavaScript,Magento,,,,,Веб-розробка;eCommerce,Запоріжжя,Аутсорсингова,до 10 спеціалістів,10 і більше років,4 роки,4400,500,Чоловік,47,Вища,ДНУЗТ,Pre-Intermediate
2019/12/04 9:01:30 AM GMT+2,Team Lead,,,,,,,,Embedded,Київ,Продуктова,понад 1000,10 і більше років,7 років,4400,0,Чоловік,50,Кандидат,,Advanced
2019/12/04 11:39:06 PM GMT+2,Senior Software Engineer,Scala,Java,Apache Spark,,,,,Інше,Львів,Аутсорсингова,понад 1000,10 і більше років,3 місяці,4370,970,Чоловік,37,Вища,ЛНУ ім. Франка,Advanced
2019/12/03 5:51:04 PM GMT+2,Senior Software Engineer,C++,Python,.NET,,,,,Телекомунікації,Київ,Аутстафінгова,до 200,10 і більше років,1 рік,4370,600,Чоловік,38,Вища,,Upper-Intermediate
2019/12/03 11:12:01 AM GMT+2,Senior Software Engineer,Scala,Java,Apache Spark;Hadoop,,,,,eCommerce,Харків,Аутсорсингова,до 1000,6 років,3 роки,4365,1000,Чоловік,25,Вища,ХНУРЕ,Upper-Intermediate
2019/12/03 1:46:40 PM GMT+2,Senior Software Engineer,C#/.NET,JavaScript,.NET Core;ASP.NET;React.js,,,,,Корпоративні системи,Харків,Аутстафінгова,до 50,10 і більше років,2 роки,4360,0,Чоловік,31,Вища,ХНЕУ,Advanced
2019/12/03 11:47:46 AM GMT+2,Senior Software Engineer,Java,Не використовую,Hibernate;Spring,,,,,Корпоративні системи,Київ,Продуктова,до 50,3 роки,3 місяці,4350,1800,Чоловік,25,Вища,НТУУ «КПІ»,Upper-Intermediate
2019/12/03 9:57:52 PM GMT+2,Senior Software Engineer,Java,Python,Apache Spark,,,,,eCommerce,Київ,Аутстафінгова,до 10 спеціалістів,5 років,3 роки,4350,350,Чоловік,29,Вища,КНУ ім. Шевченка,Upper-Intermediate
2020/01/04 5:26:46 PM GMT+2,Senior Software Engineer,Swift,Kotlin,,,,,,iOS,Львів,Стартап,до 10 спеціалістів,8 років,2 роки,4350,250,Жінка,30,Вища,ДонНТУ,Advanced
2019/12/03 3:47:58 PM GMT+2,Senior Software Engineer,Java,Kotlin,Hibernate;Spring,,,,,Веб-розробка;Корпоративні системи,Одеса,Аутсорсингова,понад 1000,10 і більше років,1 рік,4350,0,Чоловік,31,Вища,ОНУ ім. Мечникова,Upper-Intermediate
2019/12/03 5:10:21 PM GMT+2,Software Engineer,C,C++,,,,,,Embedded;Системне програмування;Телекомунікації,Київ,Продуктова,до 50,9 років,2 роки,4350,0,Чоловік,33,Вища,НТУУ «КПІ»,Upper-Intermediate
