"Город","salary","Должность","exp","Язык.программирования"
"1512","Киев",2500,"Software Engineer",1.25,"C++"
"1513","Киев",1500,"Software Engineer",1.75,"Java"
"1514","Киев",600,"Junior QA engineer",0.5,""
"1515","Киев",2700,"Technical Lead",7.5,"C#/.NET"
"1516","Киев",1500,"Senior Software Engineer",9,"PHP"
"1517","Киев",3500,"Senior Software Engineer",7,"C#/.NET"
"1518","Киев",1400,"Software Engineer",1.5,"C"
"1519","Киев",1500,"Junior Software Engineer",2,"C#/.NET"
"1520","Ивано-Франковск",2000,"Technical Lead",5,"Other"
"1521","Киев",2000,"Team lead",4,""
"1522","Киев",3200,"QA Tech Lead",5.5,""
"1523","Житомир",2500,"Senior Software Engineer",6,"C#/.NET"
"1524","Харьков",900,"Project manager",2.5,""
"1525","Днепр.",1700,"Дизайнер",5.5,""
"1526","Кировоград",600,"Software Engineer",2,"PHP"
"1527","Черкассы",312.5,"Junior Software Engineer",0.75,"Java"
"1528","Киев",2500,"Senior Software Engineer",8,"C#/.NET"
"1529","Львов",300,"Junior Software Engineer",1,"Java"
"1530","Киев",1200,"Software Engineer",2.5,"C++"
"1531","Львов",2700,"Senior Software Engineer",6,"Java"
"1532","Харьков",1200,"Дизайнер",4,""
"1533","Харьков",1000,"Software Engineer",1.75,"Objective-C"
"1534","Киев",589,"Junior Software Engineer",2.5,"Delphi"
"1535","Донецк",1600,"Senior Software Engineer",3,"PHP"
"1536","Севастополь",600,"QA engineer",1.5,""
"1537","Киев",1000,"Дизайнер",4,""
"1538","Львов",1500,"Software Engineer",2.5,"Java"
"1539","Симферополь",700,"QA engineer",4,""
"1540","Киев",1600,"Software Engineer",3,"C#/.NET"
"1541","Запорожье",375,"Junior QA engineer",1.5,""
"1542","Харьков",1000,"Software Engineer",5,"Delphi"
"1543","Киев",2000,"Software Engineer",1.5,"Python"
"1544","Днепр.",1200,"Software Engineer",4,"Java"
"1545","Киев",2000,"Project manager",4.5,""
"1546","Киев",2000,"Software Engineer",7,"Perl"
"1547","Киев",4000,"Technical Lead",5.5,"JavaScript"
"1548","Киев",1750,"Software Engineer",10,"PHP"
"1549","Донецк",2200,"Software Engineer",5,"Ruby/Rails"
"1550","Киев",2200,"Бизнес-аналитик",3,""
"1551","Львов",1200,"Software Engineer",2,"SQL"
"1552","Харьков",750,"QA engineer",2,""
"1553","Киев",1700,"Software Engineer",6,"JavaScript"
"1554","Донецк",2000,"Senior Software Engineer",6.5,"Ruby/Rails"
"1555","Харьков",1500,"Software Engineer",5,"C#/.NET"
"1556","Одесса",2500,"Дизайнер",8,""
"1557","Одесса",2700,"Software Engineer",6.5,"Java"
"1558","Киев",5000,"Дизайнер",8,""
"1559","Киев",750,"Junior Software Engineer",1.5,"Python"
"1561","Львов",2900,"Team lead",7,""
"1562","Харьков",2800,"Senior Project Manager / Program Manager",7,""
"1563","Львов",1000,"Junior Software Engineer",3.5,"JavaScript"
"1564","Севастополь",2750,"Software Engineer",5,"Other"
"1565","Харьков",1800,"Software Engineer",4,"Java"
"1566","Днепр.",2000,"Project manager",3,""
"1567","Донецк",2500,"Technical Lead",8,"C++"
"1568","Симферополь",1875,"Senior Software Engineer",6.5,"PHP"
"1569","Львов",1200,"Software Engineer",3,"C#/.NET"
"1570","Днепр.",500,"Junior Software Engineer",0.25,"C#/.NET"
"1571","Львов",1500,"Software Engineer",1.75,"Objective-C"
"1572","Львов",1500,"Software Engineer",2.5,"Java"
"1573","Киев",3800,"Project manager",9,""
"1574","Львов",1100,"QA engineer",5,""
"1575","Симферополь",1600,"Technical Lead",4,"PHP"
"1576","Киев",3200,"Technical Lead",9,"C++"
"1577","Донецк",600,"QA engineer",2,""
"1578","Львов",1500,"Senior Software Engineer",4,"Delphi"
"1579","Полтава",300,"Системный администратор",5,""
"1580","Львов",600,"Junior QA engineer",1.25,""
"1581","Львов",1600,"Software Engineer",4,"C#/.NET"
"1582","Харьков",1250,"QA engineer",3.5,""
"1583","Одесса",2200,"QA Tech Lead",6.5,""
"1584","Харьков",1800,"Software Engineer",3,"Java"
"1585","Киев",2000,"Senior Project Manager / Program Manager",2,""
"1586","Киев",1500,"Senior Software Engineer",3.5,"Flex/Flash/AIR"
"1587","Киев",2550,"Team lead",8,""
"1588","Киев",2500,"Senior Software Engineer",10,"PHP"
"1589","Киев",4000,"Technical Lead",8,"C#/.NET"
"1590","Львов",1600,"Software Engineer",2,"C#/.NET"
"1591","Львов",2500,"Senior Software Engineer",3,"Objective-C"
"1592","Львов",2300,"Project manager",6.5,""
"1593","Львов",1200,"Дизайнер",4,""
"1594","Одесса",3000,"Technical Lead",4,"Java"
"1595","Одесса",1200,"Дизайнер",5,""
"1596","Одесса",1700,"Верстальщик",1.75,""
"1597","Киев",1800,"Software Engineer",3,"C#/.NET"
"1598","Киев",3400,"Project manager",4,""
"1599","Львов",260,"Software Engineer",3,"Delphi"
"1600","Харьков",1050,"Software Engineer",2.5,"PHP"
"1601","Киев",2000,"Senior Software Engineer",6,"PHP"
"1602","Ивано-Франковск",700,"Team lead",5.5,""
"1603","Киев",2500,"Technical Lead",4.5,"PHP"
"1604","Киев",2300,"Software Engineer",4,"Java"
"1605","Днепр.",1500,"Software Engineer",2.5,"C#/.NET"
"1606","Киев",2400,"Senior Software Engineer",6,"Java"
"1607","Киев",650,"Junior Software Engineer",3,"C#/.NET"
"1608","Киев",2300,"Software Engineer",7,"Perl"
"1609","Киев",3500,"Senior Software Engineer",5,"Java"
"1610","Киев",1800,"Project manager",4.5,""
"1611","Днепр.",2100,"Senior Software Engineer",0.75,"Objective-C"
"1612","Киев",537.5,"Системный администратор",6,""
"1613","Киев",3000,"QA engineer",2.5,""
"1614","Одесса",500,"Junior QA engineer",1,""
"1615","Киев",3300,"Senior Software Engineer",6.5,"C#/.NET"
"1616","Киев",1800,"Software Engineer",6,"C#/.NET"
"1617","Киев",2400,"Системный администратор",4,""
"1618","Киев",1100,"Junior QA engineer",1,""
"1619","Киев",1000,"Project manager",2,""
"1620","Киев",2000,"Junior Software Engineer",0.75,"Objective-C"
"1621","Львов",300,"Junior QA engineer",0.5,""
"1622","Киев",800,"Верстальщик",2.5,""
"1623","Киев",900,"Support",0,""
"1624","Черновцы",800,"Software Engineer",1.75,"Java"
"1625","Львов",1500,"Technical Lead",9.5,"C++"
"1626","Одесса",1400,"Системный администратор",7,""
"1627","Киев",3000,"Team lead",1,""
"1628","Львов",900,"Системный администратор",7,""
"1629","Киев",3400,"Senior Software Engineer",7,"C++"
"1630","Днепр.",2375,"Senior Software Engineer",6,"JavaScript"
"1631","Киев",3100,"Senior Software Engineer",10,"JavaScript"
"1632","Запорожье",1000,"Team lead",5,""
"1633","Львов",3800,"Senior Project Manager / Program Manager",7,""
"1634","Винница",950,"Senior QA engineer",5.5,""
"1635","Житомир",500,"Junior Software Engineer",2,"C++"
"1636","Чернигов",750,"Software Engineer",1.5,"Java"
"1637","Харьков",2700,"Software Engineer",3,"Ruby/Rails"
"1638","Одесса",2500,"Project manager",5,""
"1639","Киев",3000,"Technical Lead",6.5,"Ruby/Rails"
"1640","Харьков",800,"Software Engineer",3,"Python"
"1641","Винница",2700,"Technical Lead",2.5,"Objective-C"
"1642","Киев",1800,"Software Engineer",1.75,"C#/.NET"
"1643","Днепр.",900,"QA engineer",2.5,""
"1644","Харьков",2700,"Senior Software Engineer",8,"C#/.NET"
"1645","Киев",1000,"DBA / Администратор баз данных",3.5,""
"1646","Львов",850,"QA engineer",1.25,""
"1647","Киев",2000,"Senior Software Engineer",1,"Java"
"1648","Ивано-Франковск",650,"Software Engineer",3,"PHP"
"1649","Львов",1200,"QA engineer",6,""
"1650","Львов",2300,"Senior Software Engineer",4.5,"C#/.NET"
"1651","Львов",2500,"Senior Software Engineer",5,"C#/.NET"
"1652","Киев",875,"Системный администратор",3,""
"1653","Киев",2100,"Software Engineer",2.5,"JavaScript"
"1654","Киев",3000,"Technical Lead",10,"PHP"
"1655","Харьков",540,"Junior Software Engineer",1,"C#/.NET"
"1656","Одесса",3000,"Senior Software Engineer",10,"Java"
"1657","Киев",2000,"QA engineer",0.5,""
"1658","Харьков",1200,"Software Engineer",4,"Ruby/Rails"
"1659","Киев",1500,"Верстальщик",1,""
"1660","Харьков",3500,"Technical Lead",5.5,"C#/.NET"
"1661","Львов",1700,"Software Engineer",3,"Python"
"1662","Харьков",400,"Junior Software Engineer",1.5,"PHP"
"1663","Киев",1300,"Support",3,""
"1664","Киев",3000,"Software Engineer",5,"Ruby/Rails"
"1665","Киев",4500,"Senior Project Manager / Program Manager",0.5,""
"1666","Львов",600,"QA engineer",1.75,""
"1667","Донецк",1500,"Software Engineer",3,"Java"
"1668","Киев",1500,"Senior Software Engineer",6,"PHP"
"1669","Одесса",1400,"QA engineer",6,""
"1670","Киев",2400,"Senior Software Engineer",4,"Other"
"1671","Киев",2000,"Project manager",1.75,""
"1672","Киев",1250,"Senior Software Engineer",2.5,"C#/.NET"
"1673","Николаев",500,"Junior QA engineer",2,""
"1674","Киев",2300,"Project manager",6,""
"1675","Одесса",800,"QA engineer",3,""
"1676","Львов",1700,"Software Engineer",5.5,"PHP"
"1677","Винница",2500,"Technical Lead",6,"Java"
"1678","Киев",2500,"Senior Software Engineer",8,"C++"
"1679","Киев",1500,"QA engineer",1.25,""
"1680","Киев",800,"Junior Software Engineer",1,"C#/.NET"
"1681","Львов",1900,"Project manager",2,""
"1682","Киев",3500,"Project manager",3,""
"1683","Одесса",1800,"Software Engineer",6,"C#/.NET"
"1684","Сумы",600,"Junior Software Engineer",4,"JavaScript"
"1685","Донецк",2400,"Senior Software Engineer",4,"Ruby/Rails"
"1686","Харьков",1600,"Software Engineer",5.5,"Python"
"1687","Днепр.",800,"Junior Software Engineer",1.25,"C++"
"1688","Харьков",450,"Junior Software Engineer",1,"PHP"
"1689","Киев",2500,"Software Engineer",10,"C"
"1690","Харьков",2400,"Senior Software Engineer",7,"C++"
"1691","Киев",2500,"Senior Software Engineer",7,"SQL"
"1692","Одесса",1000,"Project manager",10,""
"1693","Киев",2200,"Senior Software Engineer",3.5,"Flex/Flash/AIR"
"1694","Одесса",2400,"Software Engineer",4,"Objective-C"
"1695","Львов",2000,"Senior QA engineer",6.5,""
"1696","Николаев",1900,"Senior QA engineer",6,""
"1697","Харьков",1700,"Бизнес-аналитик",1.5,""
"1698","Киев",2500,"Senior Software Engineer",7,"Java"
"1699","Киев",2850,"Senior Software Engineer",8,"Perl"
"1700","Днепр.",1600,"Software Engineer",2.5,"Java"
"1701","Днепр.",1200,"Software Engineer",2.5,"Java"
"1702","Одесса",2000,"Software Engineer",1.75,"Objective-C"
"1703","Черновцы",1700,"Senior Software Engineer",6,"Java"
"1704","Киев",1000,"Project manager",2,""
"1705","Черновцы",400,"Junior Software Engineer",0.5,"Java"
"1706","Днепр.",2200,"Senior Software Engineer",3,"Objective-C"
"1707","Черновцы",400,"Junior Software Engineer",1.5,"Java"
"1708","Харьков",1500,"Technical Lead",2,"Objective-C"
"1709","Киев",2500,"Software Engineer",3.5,"Python"
"1710","Харьков",1800,"Senior Software Engineer",4,"PHP"
"1711","Львов",1000,"QA engineer",1.75,""
"1712","Днепр.",1600,"Software Engineer",4,"Java"
"1713","Киев",1475,"Software Engineer",1.5,"Java"
"1714","Черновцы",1400,"Software Engineer",6,"Java"
"1715","Ивано-Франковск",640,"Junior Software Engineer",2,"Java"
"1716","Киев",3000,"Technical Lead",0.5,"C#/.NET"
"1717","Ивано-Франковск",600,"Junior Software Engineer",1.75,"Java"
"1718","Ивано-Франковск",550,"Junior Software Engineer",1,"Java"
"1719","Симферополь",2500,"System Architect",7,"C#/.NET"
"1720","Киев",2100,"Software Engineer",6,"C++"
"1721","Киев",3000,"Бизнес-аналитик",9.5,""
"1722","Киев",2000,"Senior Software Engineer",4.5,"C#/.NET"
"1723","Киев",1650,"Support",10,""
"1724","Киев",3300,"Team lead",10,""
"1725","Киев",3500,"Senior Software Engineer",8,"Java"
"1727","Киев",3000,"Senior Software Engineer",10,"Java"
"1728","Харьков",2800,"Senior Software Engineer",7,"C#/.NET"
"1729","Донецк",2200,"Senior Software Engineer",6,"PHP"
"1730","Киев",1300,"Software Engineer",0.75,"Java"
"1731","Киев",4800,"Senior Software Engineer",9,"Java"
"1732","Черновцы",1700,"Senior Software Engineer",6.5,"Java"
"1733","Львов",450,"Junior Software Engineer",1.25,"Java"
"1734","Львов",1000,"Senior Software Engineer",10,"Python"
"1735","Житомир",500,"QA engineer",2,""
"1736","Киев",1500,"Software Engineer",0.5,"JavaScript"
"1737","Киев",2800,"Software Engineer",5,"Java"
"1738","Киев",500,"Junior Software Engineer",0,"Java"
"1740","Ивано-Франковск",700,"Junior Software Engineer",5.5,"Other"
"1741","Симферополь",500,"Software Engineer",1.5,"PHP"
"1742","Львов",3200,"Senior Project Manager / Program Manager",10,""
"1743","Киев",1200,"QA engineer",2.5,""
"1744","Харьков",500,"Junior Software Engineer",0.75,"C#/.NET"
"1745","Львов",300,"Junior Software Engineer",0.5,"Other"
"1746","Киев",2600,"Senior Software Engineer",3,"C#/.NET"
"1747","Харьков",1900,"Project manager",5,""
"1748","Черновцы",1400,"Software Engineer",5.5,"PHP"
"1749","Киев",1200,"QA engineer",2.5,""
"1750","Киев",1400,"Software Engineer",1.75,"C++"
"1751","Киев",2800,"Senior Software Engineer",5,"Python"
"1752","Харьков",4000,"Senior Project Manager / Program Manager",8,""
"1753","Житомир",2000,"Senior Software Engineer",10,"C#/.NET"
"1754","Львов",800,"Senior Software Engineer",3,"Delphi"
"1755","Киев",1000,"Software Engineer",3,"C#/.NET"
"1756","Киев",875,"Project manager",0.75,""
"1757","Львов",1250,"Junior Software Engineer",0.5,"C#/.NET"
"1758","Киев",3000,"Software Engineer",6,"Java"
"1759","Одесса",1400,"Software Engineer",5,"C#/.NET"
"1760","Харьков",2000,"Software Engineer",9,"SQL"
"1761","Харьков",1300,"Technical Lead",3.5,"PHP"
"1763","Львов",820,"Junior Software Engineer",1.25,"PHP"
"1764","Киев",3500,"Senior Project Manager / Program Manager",6,""
"1765","Харьков",1550,"Software Engineer",5.5,"C#/.NET"
"1766","Киев",1000,"QA engineer",3,""
"1767","Черкассы",300,"Junior Software Engineer",6,"Java"
"1768","Киев",1700,"Software Engineer",1,"C#/.NET"
"1769","Киев",800,"Бизнес-аналитик",1,""
"1770","Харьков",1300,"Software Engineer",4,"C#/.NET"
"1771","Донецк",1500,"Software Engineer",2,"C#/.NET"
"1772","Донецк",812.5,"Junior Software Engineer",5,"C#/.NET"
"1773","Киев",1600,"Senior Software Engineer",4,"Other"
"1774","Киев",1000,"Software Engineer",2.5,"C#/.NET"
"1775","Киев",3400,"Project manager",10,""
"1776","Днепр.",7000,"Senior Software Engineer",5,"Ruby/Rails"
"1777","Киев",2100,"Senior Software Engineer",5,"C++"
"1778","Киев",3000,"Technical Lead",5,"C#/.NET"
"1779","Киев",687.5,"Верстальщик",1,""
"1780","Киев",3500,"Team lead",8.5,""
"1781","Днепр.",750,"DBA / Администратор баз данных",1.5,""
"1782","Киев",3550,"Project manager",8,""
"1783","Киев",3300,"Software Engineer",5,"Scala"
"1784","Одесса",2470,"Technical Lead",10,"JavaScript"
"1785","Киев",350,"Junior QA engineer",1,""
"1786","Киев",2100,"Software Engineer",6,"PHP"
"1787","Сумы",2000,"Project manager",2,""
"1788","Киев",2000,"Project manager",4.5,""
"1789","Днепр.",3100,"Системный администратор",10,""
"1790","Запорожье",1000,"Software Engineer",2.5,"Java"
"1791","Львов",2000,"Software Engineer",5,"Java"
"1792","Киев",2000,"Software Engineer",3,"Java"
"1793","Киев",1650,"Software Engineer",2,"C#/.NET"
"1794","Львов",1800,"Software Engineer",4,"Java"
"1795","Киев",1000,"QA engineer",1.5,""
"1796","Львов",750,"Дизайнер",4,""
"1797","Львов",1000,"Junior Software Engineer",1,"C#/.NET"
"1798","Киев",2000,"Technical Lead",3,"Objective-C"
"1799","Киев",3500,"Senior Software Engineer",10,"PHP"
"1800","Харьков",2200,"Senior Software Engineer",4,"C#/.NET"
"1801","Львов",1300,"Junior Software Engineer",0.75,"C#/.NET"
"1802","Севастополь",1000,"QA engineer",2,""
"1803","Харьков",500,"Junior QA engineer",0.75,""
"1804","Одесса",2800,"Technical Lead",7,"C#/.NET"
"1805","Черновцы",1200,"Senior Software Engineer",5.5,"Java"
"1806","Киев",1100,"Junior Software Engineer",0.75,"Java"
"1807","Киев",2000,"Senior Software Engineer",3.5,"C#/.NET"
"1808","Киев",1200,"Software Engineer",1,"JavaScript"
"1809","Харьков",2750,"Senior Software Engineer",6,"C#/.NET"
"1810","Киев",1000,"QA engineer",1,""
"1811","Киев",2500,"Software Engineer",3,"PHP"
"1812","Киев",1300,"Software Engineer",3,"Java"
"1813","Киев",2500,"Системный администратор",10,""
"1814","Киев",2300,"Senior Software Engineer",6,"Java"
"1815","Севастополь",1500,"Software Engineer",10,"C"
"1817","Луганск",1100,"Senior Software Engineer",1.75,"PHP"
"1818","Одесса",1600,"Senior Software Engineer",5,"JavaScript"
"1819","Львов",2000,"Software Engineer",3.5,"C#/.NET"
"1820","Львов",2000,"Technical Lead",10,"C#/.NET"
"1821","Киев",1800,"Software Engineer",2,"JavaScript"
"1822","Киев",1500,"Junior Software Engineer",6,"C++"
"1823","Киев",2700,"Team lead",6,""
"1824","Киев",1500,"Software Engineer",3,"Java"
"1825","Киев",800,"QA engineer",1.25,""
"1826","Донецк",1400,"Software Engineer",5,"JavaScript"
"1827","Киев",2750,"QA Tech Lead",3,""
"1828","Киев",812.5,"QA Tech Lead",2,""
"1829","Киев",2100,"Senior Software Engineer",5,"C#/.NET"
"1830","Луганск",315,"Software Engineer",6,"Delphi"
"1831","Киев",3400,"Technical Lead",5,"Other"
"1832","Запорожье",2500,"Дизайнер",9,""
"1833","Киев",1800,"Support",2.5,""
"1834","Днепр.",2000,"Software Engineer",1.5,"Java"
"1835","Днепр.",2000,"Software Engineer",2,"Python"
"1836","Киев",2800,"Technical Lead",4,"Objective-C"
"1837","Киев",1000,"Верстальщик",1,""
"1838","Харьков",250,"Project manager",2,""
"1839","Киев",800,"Junior Software Engineer",0.75,"Java"
"1840","Николаев",500,"QA engineer",2,""
"1841","Днепр.",2500,"Software Engineer",2.5,"Python"
"1842","Киев",3400,"Technical Lead",7,"C#/.NET"
"1843","Киев",1100,"Software Engineer",2.5,"Java"
"1844","Харьков",3000,"Technical Lead",6,"C#/.NET"
"1845","Харьков",2300,"Senior Software Engineer",3.5,"PHP"
"1846","Харьков",850,"QA engineer",1.25,""
"1847","Киев",750,"Junior QA engineer",1,""
"1848","Запорожье",1200,"Junior Software Engineer",4,"PHP"
"1849","Львов",550,"Junior QA engineer",1.5,""
"1850","Харьков",1000,"Software Engineer",5,"PHP"
"1851","Харьков",2800,"Software Engineer",5,"C#/.NET"
"1852","Киев",2600,"Team lead",8,""
"1853","Харьков",2000,"QA Tech Lead",5,""
"1854","Киев",2000,"Software Engineer",8,"C"
"1855","Харьков",1000,"QA engineer",1,""
"1856","Киев",1700,"Senior Software Engineer",3,"C#/.NET"
"1857","Киев",4000,"System Architect",9,"Java"
"1858","Киев",800,"Технический писатель",9,""
"1859","Львов",2000,"Senior Software Engineer",7,"Python"
"1860","Киев",1300,"Software Engineer",1.25,"C#/.NET"
"1861","Киев",1375,"Software Engineer",6,"SQL"
"1862","Киев",2400,"Software Engineer",3,"Java"
"1863","Киев",800,"Junior Software Engineer",4,"Java"
"1864","Винница",1000,"QA engineer",2.5,""
"1865","Киев",687.5,"Junior Software Engineer",2,"Java"
"1866","Киев",1150,"Software Engineer",4,"Java"
"1867","Киев",1100,"QA engineer",3.5,""
"1868","Киев",800,"Junior Software Engineer",0.25,"C++"
"1869","Харьков",2200,"Системный администратор",10,""
"1870","Львов",3000,"Project manager",3,""
"1871","Харьков",3250,"Technical Lead",8,"C#/.NET"
"1872","Харьков",1300,"Software Engineer",3.5,"C#/.NET"
"1873","Львов",600,"Junior Software Engineer",2.5,"C++"
"1874","Львов",1700,"Senior QA engineer",4.5,""
"1875","Житомир",1900,"Senior Software Engineer",4,"C#/.NET"
"1876","Киев",4125,"Senior Software Engineer",10,"Java"
"1877","Харьков",600,"Junior Software Engineer",1.5,"C#/.NET"
"1878","Киев",1000,"Software Engineer",3,"PHP"
"1879","Донецк",2000,"Senior Software Engineer",7,"C#/.NET"
"1880","Винница",1125,"Senior Software Engineer",1,"PHP"
"1881","Киев",3150,"Senior Software Engineer",10,"C#/.NET"
"1882","Киев",1000,"Junior Software Engineer",1,"Flex/Flash/AIR"
"1883","Харьков",750,"Software Engineer",3,"C++"
"1884","Хмельницкий",750,"Junior Software Engineer",0.25,"C#/.NET"
"1885","Львов",2900,"Senior Software Engineer",10,"Java"
"1886","Киев",875,"Системный администратор",10,""
"1887","Киев",1500,"QA engineer",0.75,""
"1888","Запорожье",2000,"Senior Software Engineer",8,"PHP"
"1889","Львов",1000,"QA engineer",1.75,""
"1890","Днепр.",1625,"Software Engineer",3,"Java"
"1891","Одесса",1300,"Junior Software Engineer",0.5,"PHP"
"1892","Киев",1800,"Software Engineer",2,"Objective-C"
"1893","Днепр.",300,"Junior QA engineer",0,""
"1894","Киев",3500,"Team lead",6,""
"1895","Киев",1300,"Software Engineer",1.75,"C++"
"1896","Киев",2800,"Senior Software Engineer",8,"C#/.NET"
"1897","Одесса",2700,"Technical Lead",6,"Java"
"1898","Одесса",2000,"QA Tech Lead",5,""
"1899","Львов",2600,"Senior Software Engineer",6,"C#/.NET"
"1900","Харьков",400,"Верстальщик",1,""
"1901","Киев",600,"Junior Software Engineer",1.25,"Java"
"1902","Киев",1000,"Junior Software Engineer",0.75,"PHP"
"1903","Харьков",750,"Junior QA engineer",0.5,""
"1904","Киев",400,"Junior Software Engineer",0.75,"C++"
"1905","Харьков",900,"Junior Software Engineer",0.75,"Java"
"1906","Днепр.",2000,"Senior Software Engineer",6,"PHP"
"1907","Киев",2000,"Senior Software Engineer",6,"Java"
"1908","Киев",2500,"Software Engineer",2.5,"Objective-C"
"1909","Харьков",1200,"Software Engineer",2.5,"PHP"
"1910","Харьков",1300,"Software Engineer",4.5,"C#/.NET"
"1911","Харьков",2100,"Senior Software Engineer",4,"C#/.NET"
"1912","Львов",2125,"Senior Software Engineer",4.5,"C"
"1913","Одесса",3200,"Senior Software Engineer",6.5,"Java"
"1914","Днепр.",2500,"Software Engineer",5,"PHP"
"1915","Винница",1500,"Team lead",1.5,""
"1916","Львов",3000,"Senior Software Engineer",7,"Java"
"1917","Киев",600,"Junior Software Engineer",0.5,"PHP"
"1918","Киев",3100,"Senior Software Engineer",3,"C#/.NET"
"1919","Харьков",2700,"Senior Software Engineer",8,"C#/.NET"
"1920","Одесса",2500,"Senior Software Engineer",7,"Python"
"1921","Харьков",2900,"Technical Lead",8,"C#/.NET"
"1922","Львов",650,"QA engineer",1.5,""
"1923","Киев",1400,"QA engineer",4.5,""
"1924","Киев",1400,"Software Engineer",2,"C"
"1925","Харьков",2100,"System Architect",10,"Java"
"1926","Харьков",1700,"Software Engineer",6,"Java"
"1927","Львов",2800,"Senior Software Engineer",8,"Java"
"1928","Харьков",3000,"Senior Software Engineer",10,"C#/.NET"
"1929","Киев",1845,"Software Engineer",9,"Java"
"1930","Киев",750,"Software Engineer",1,"PHP"
"1931","Харьков",1500,"Senior Software Engineer",3.5,"PHP"
"1932","Киев",2700,"Senior Software Engineer",5.5,"Java"
"1933","Харьков",1700,"Системный администратор",10,""
"1934","Киев",2000,"Software Engineer",4,"Java"
"1935","Львов",1300,"Software Engineer",3,"C#/.NET"
"1936","Сумы",300,"Junior Software Engineer",0.75,"Java"
"1937","Киев",800,"Junior Software Engineer",0.5,"Java"
"1938","Харьков",2500,"Senior Software Engineer",5,"Java"
"1939","Киев",600,"Junior QA engineer",0.5,""
"1940","Львов",650,"Junior QA engineer",2,""
"1941","Львов",4000,"Director of Engineering / Program Director",10,""
"1942","Львов",1200,"Software Engineer",2.5,"Flex/Flash/AIR"
"1943","Харьков",940,"Software Engineer",1.75,"PHP"
"1944","Николаев",1200,"DBA / Администратор баз данных",6,""
"1945","Киев",1000,"Верстальщик",4,""
"1946","Киев",1500,"Software Engineer",2,"PHP"
"1947","Одесса",800,"Software Engineer",2,"JavaScript"
"1948","Харьков",2375,"Senior Software Engineer",3.5,"C#/.NET"
"1949","Киев",2500,"Team lead",7,""
"1950","Львов",565,"Junior Software Engineer",1.75,"C#/.NET"
"1951","Киев",1600,"DBA / Администратор баз данных",10,""
"1952","Днепр.",2500,"Technical Lead",8,"Java"
"1953","Киев",3000,"Senior Software Engineer",5,"Java"
"1954","Винница",2000,"Senior Software Engineer",6,"Java"
"1955","Черновцы",1400,"Software Engineer",4,"Java"
"1956","Киев",4000,"Technical Lead",5,"Java"
"1957","Одесса",2600,"System Architect",6,"PHP"
"1958","Харьков",2400,"Senior QA engineer",4,""
"1959","Львов",1500,"DBA / Администратор баз данных",4,""
"1960","Киев",2500,"Software Engineer",4,"C#/.NET"
"1961","Киев",2900,"Project manager",1,""
"1962","Киев",1900,"Software Engineer",4,"C++"
"1963","Киев",2560,"Senior QA engineer",5,""
"1964","Киев",2500,"Senior Software Engineer",7,"C#/.NET"
"1965","Киев",4800,"Senior Project Manager / Program Manager",10,""
"1966","Киев",1250,"Junior Software Engineer",2,"C#/.NET"
"1967","Харьков",480,"QA engineer",1.25,""
"1968","Львов",800,"QA engineer",1.75,""
"1969","Киев",625,"Верстальщик",2,"Other"
"1970","Харьков",600,"Верстальщик",3,""
"1971","Харьков",1100,"Software Engineer",1.25,"Java"
"1972","Мариуполь",375,"Системный администратор",10,""
"1973","Киев",1400,"QA engineer",5,""
"1974","Луганск",1000,"Software Engineer",3,"Java"
"1975","Киев",3200,"Software Engineer",2,"Other"
"1976","Днепр.",2000,"Senior Software Engineer",5.5,"Java"
"1977","Львов",2600,"QA Tech Lead",7.5,""
"1978","Киев",2000,"Software Engineer",8,"Delphi"
"1979","Киев",3000,"Senior Software Engineer",3.5,"Objective-C"
"1980","Львов",300,"Junior QA engineer",0.25,""
"1981","Киев",4000,"Senior Software Engineer",3,"Java"
"1982","Киев",1750,"Junior Software Engineer",7.5,"PHP"
"1983","Харьков",600,"Software Engineer",1.5,"C#/.NET"
"1984","Одесса",1800,"Системный администратор",4.5,""
"1985","Ужгород",300,"Верстальщик",3,""
"1986","Львов",2000,"Системный администратор",10,""
"1987","Харьков",500,"Junior Software Engineer",0.5,"Java"
"1988","Киев",2500,"Software Engineer",9,"C#/.NET"
"1989","Харьков",500,"Junior Software Engineer",0.75,"C#/.NET"
"1990","Харьков",1200,"Software Engineer",1.5,"C#/.NET"
"1991","Харьков",1200,"Software Engineer",4,"JavaScript"
"1992","Луганск",1500,"Software Engineer",7,"C#/.NET"
"1993","Львов",3200,"Technical Lead",6,"C#/.NET"
"1994","Харьков",400,"Junior Software Engineer",0.75,"C#/.NET"
"1995","Киев",3200,"Software Engineer",5,"JavaScript"
"1996","Киев",937.5,"Senior Software Engineer",10,"Java"
"1998","Днепр.",2800,"Technical Lead",6.5,"Java"
"1999","Запорожье",1400,"Technical Lead",10,"Python"
"2000","Киев",2600,"Technical Lead",10,"C++"
"2001","Харьков",500,"Junior Software Engineer",0.75,"C++"
"2002","Ивано-Франковск",600,"Junior Software Engineer",1,"Objective-C"
"2003","Ивано-Франковск",2100,"Senior Software Engineer",5.5,"C#/.NET"
"2004","Харьков",2300,"Senior Software Engineer",7,"C#/.NET"
"2005","Киев",1800,"Software Engineer",3,"Flex/Flash/AIR"
"2006","Киев",1600,"Senior Software Engineer",3,"C#/.NET"
"2007","Днепр.",1500,"Software Engineer",4,"PHP"
"2008","Киев",1300,"Junior Software Engineer",1.5,"Java"
