"city","experience","salary","position","specialisation","freq"
"Інше","7-10 років","4500 - 5000","Middle","General QA",2
"Інше","7-10 років","4500 - 5000","Senior","Automation QA",9
"Інше","7-10 років","4500 - 5000","Senior","General QA",1
"Інше","7-10 років","4500 - 5000","Senior","Manual QA",1
"Інше","7-10 років","4500 - 5000","Team Lead","Manual QA",1
"Інше","7-10 років","500 - 1000","Intern/Trainee","Manual QA",1
"Інше","7-10 років","500 - 1000","Middle","Manual QA",1
"Інше","7-10 років","5000 - 5500","Head","Automation QA",1
"Інше","7-10 років","5000 - 5500","Head","General QA",1
"Інше","7-10 років","5000 - 5500","Manager","General QA",1
"Інше","7-10 років","5000 - 5500","Manager","Manual QA",1
"Інше","7-10 років","5000 - 5500","Senior","Automation QA",2
"Інше","7-10 років","5000 - 5500","Team Lead","Automation QA",2
"Інше","7-10 років","5000 - 5500","Team Lead","General QA",1
"Інше","7-10 років","5500 - 6000","Head","Manual QA",1
"Інше","7-10 років","5500 - 6000","Senior","Automation QA",1
"Інше","7-10 років","5500 - 6000","Team Lead","Automation QA",1
"Інше","7-10 років","5500 - 6000","Team Lead","Manual QA",1
"Інше","7-10 років","5500 - 6000","Tech Lead","Automation QA",1
"Інше","7-10 років","6000 - 6500","Senior","Automation QA",3
"Інше","7-10 років","6000 - 6500","Team Lead","Automation QA",2
"Інше","7-10 років","6000 - 6500","Tech Lead","Automation QA",1
"Інше","7-10 років","6500 +","Manager","Automation QA",2
"Інше","7-10 років","6500 +","Senior","Automation QA",1
"Інше","7-10 років","6500 +","Tech Lead","Automation QA",2
"Інше","До року","0 - 500","Intern/Trainee","Manual QA",8
"Інше","До року","0 - 500","Junior","General QA",1
"Інше","До року","0 - 500","Junior","Manual QA",16
"Інше","До року","1000 - 1500","Intern/Trainee","Manual QA",2
"Інше","До року","1000 - 1500","Junior","Automation QA",1
"Інше","До року","1000 - 1500","Junior","Manual QA",2
"Інше","До року","1500 - 2000","Junior","Automation QA",1
"Інше","До року","500 - 1000","Intern/Trainee","Automation QA",4
"Інше","До року","500 - 1000","Intern/Trainee","Manual QA",2
"Інше","До року","500 - 1000","Junior","Automation QA",1
"Інше","До року","500 - 1000","Junior","General QA",1
"Інше","До року","500 - 1000","Junior","Manual QA",33
"Інше","До року","500 - 1000","Middle","General QA",1
"Інше","До року","500 - 1000","Middle","Manual QA",2
"Інше","До року",NA,"Intern/Trainee","Manual QA",1
"Київ","1-3 роки","0 - 500","Junior","Automation QA",1
"Київ","1-3 роки","0 - 500","Junior","General QA",1
"Київ","1-3 роки","0 - 500","Junior","Manual QA",4
"Київ","1-3 роки","0 - 500","Middle","Manual QA",1
"Київ","1-3 роки","1000 - 1500","Junior","Automation QA",3
"Київ","1-3 роки","1000 - 1500","Junior","General QA",1
"Київ","1-3 роки","1000 - 1500","Junior","Manual QA",18
"Київ","1-3 роки","1000 - 1500","Middle","Automation QA",3
"Київ","1-3 роки","1000 - 1500","Middle","General QA",9
"Київ","1-3 роки","1000 - 1500","Middle","Manual QA",23
"Київ","1-3 роки","1000 - 1500","Team Lead","General QA",1
"Київ","1-3 роки","1000 - 1500","Team Lead","Manual QA",3
"Київ","1-3 роки","1500 - 2000","Junior","Automation QA",1
"Київ","1-3 роки","1500 - 2000","Junior","General QA",1
"Київ","1-3 роки","1500 - 2000","Junior","Manual QA",2
"Київ","1-3 роки","1500 - 2000","Middle","Automation QA",3
"Київ","1-3 роки","1500 - 2000","Middle","General QA",8
"Київ","1-3 роки","1500 - 2000","Middle","Manual QA",20
"Київ","1-3 роки","1500 - 2000","Middle","Performance QA",1
"Київ","1-3 роки","2000 - 2500","Junior","Automation QA",1
"Київ","1-3 роки","2000 - 2500","Junior","Manual QA",1
"Київ","1-3 роки","2000 - 2500","Middle","Automation QA",5
"Київ","1-3 роки","2000 - 2500","Middle","General QA",2
"Київ","1-3 роки","2000 - 2500","Middle","Manual QA",20
"Київ","1-3 роки","2000 - 2500","Senior","Automation QA",1
"Київ","1-3 роки","2000 - 2500","Senior","Manual QA",1
"Київ","1-3 роки","2000 - 2500","Team Lead","Manual QA",1
"Київ","1-3 роки","2000 - 2500","Tech Lead","Manual QA",1
"Київ","1-3 роки","2500 - 3000","Junior","Automation QA",1
"Київ","1-3 роки","2500 - 3000","Middle","Automation QA",5
"Київ","1-3 роки","2500 - 3000","Middle","General QA",1
"Київ","1-3 роки","2500 - 3000","Middle","Manual QA",4
"Київ","1-3 роки","2500 - 3000","Middle","Performance QA",1
"Київ","1-3 роки","2500 - 3000","Senior","Manual QA",2
"Київ","1-3 роки","3000 - 3500","Middle","Automation QA",1
"Київ","1-3 роки","3000 - 3500","Middle","General QA",1
"Київ","1-3 роки","3000 - 3500","Middle","Manual QA",1
"Київ","1-3 роки","3000 - 3500","Senior","General QA",1
"Київ","1-3 роки","3000 - 3500","Senior","Manual QA",1
"Київ","1-3 роки","3000 - 3500","Team Lead","General QA",1
"Київ","1-3 роки","3000 - 3500","Tech Lead","Automation QA",1
"Київ","1-3 роки","3500 - 4000","Middle","Automation QA",2
"Київ","1-3 роки","3500 - 4000","Team Lead","General QA",1
"Київ","1-3 роки","3500 - 4000","Team Lead","Manual QA",1
"Київ","1-3 роки","4000 - 4500","Senior","Manual QA",1
"Київ","1-3 роки","500 - 1000","Head","Manual QA",1
"Київ","1-3 роки","500 - 1000","Intern/Trainee","Automation QA",4
"Київ","1-3 роки","500 - 1000","Junior","Automation QA",4
"Київ","1-3 роки","500 - 1000","Junior","General QA",2
"Київ","1-3 роки","500 - 1000","Junior","Manual QA",26
"Київ","1-3 роки","500 - 1000","Junior","Performance QA",1
"Київ","1-3 роки","500 - 1000","Middle","General QA",1
"Київ","1-3 роки","500 - 1000","Middle","Manual QA",9
"Київ","1-3 роки","5000 - 5500","Senior","Automation QA",1
"Київ","10+ років","1000 - 1500","Senior","General QA",1
"Київ","10+ років","1500 - 2000","Middle","Manual QA",2
"Київ","10+ років","1500 - 2000","Tech Lead","General QA",1
"Київ","10+ років","2000 - 2500","Middle","Automation QA",1
"Київ","10+ років","2000 - 2500","Senior","Manual QA",1
"Київ","10+ років","2000 - 2500","Team Lead","Manual QA",1
"Київ","10+ років","2500 - 3000","Senior","General QA",3
"Київ","10+ років","2500 - 3000","Senior","Manual QA",3
"Київ","10+ років","2500 - 3000","Team Lead","Manual QA",1
"Київ","10+ років","3000 - 3500","Senior","Automation QA",2
"Київ","10+ років","3000 - 3500","Senior","General QA",4
"Київ","10+ років","3000 - 3500","Senior","Manual QA",2
"Київ","10+ років","3000 - 3500","Team Lead","Manual QA",1
"Київ","10+ років","3500 - 4000","Middle","Automation QA",1
"Київ","10+ років","3500 - 4000","Senior","Automation QA",1
"Київ","10+ років","3500 - 4000","Senior","Manual QA",1
"Київ","10+ років","3500 - 4000","Team Lead","Automation QA",1
"Київ","10+ років","3500 - 4000","Team Lead","General QA",1
"Київ","10+ років","4000 - 4500","Manager","General QA",1
"Київ","10+ років","4000 - 4500","Team Lead","General QA",2
"Київ","10+ років","4000 - 4500","Tech Lead","General QA",1
"Київ","10+ років","4500 - 5000","Tech Lead","Automation QA",1
"Київ","10+ років","5000 - 5500","Architect","Automation QA",2
"Київ","10+ років","5000 - 5500","Manager","General QA",2
"Київ","10+ років","5000 - 5500","Senior","Automation QA",1
"Київ","10+ років","5000 - 5500","Tech Lead","Automation QA",1
"Київ","10+ років","5500 - 6000","Head","General QA",1
"Київ","10+ років","5500 - 6000","Manager","General QA",1
"Київ","10+ років","5500 - 6000","Senior","Automation QA",1
"Київ","10+ років","5500 - 6000","Team Lead","General QA",1
"Київ","10+ років","5500 - 6000","Team Lead","Performance QA",1
"Київ","10+ років","6000 - 6500","Architect","Automation QA",1
"Київ","10+ років","6000 - 6500","Senior","Automation QA",1
"Київ","10+ років","6000 - 6500","Team Lead","Automation QA",2
"Київ","10+ років","6500 +","Head","General QA",1
"Київ","10+ років","6500 +","Tech Lead","Automation QA",1
"Київ","10+ років","6500 +","Tech Lead","General QA",1
"Київ","10+ років",NA,"Team Lead","Manual QA",1
"Київ","4-6 років","1000 - 1500","Junior","Automation QA",1
"Київ","4-6 років","1000 - 1500","Junior","Manual QA",1
"Київ","4-6 років","1000 - 1500","Middle","Manual QA",10
"Київ","4-6 років","1500 - 2000","Junior","Automation QA",1
"Київ","4-6 років","1500 - 2000","Junior","Manual QA",1
"Київ","4-6 років","1500 - 2000","Middle","General QA",2
"Київ","4-6 років","1500 - 2000","Middle","Manual QA",12
"Київ","4-6 років","1500 - 2000","Team Lead","Manual QA",2
"Київ","4-6 років","2000 - 2500","Middle","Automation QA",2
"Київ","4-6 років","2000 - 2500","Middle","General QA",8
"Київ","4-6 років","2000 - 2500","Middle","Manual QA",12
"Київ","4-6 років","2000 - 2500","Senior","Automation QA",1
"Київ","4-6 років","2000 - 2500","Senior","General QA",2
"Київ","4-6 років","2000 - 2500","Senior","Manual QA",2
"Київ","4-6 років","2000 - 2500","Team Lead","Manual QA",1
"Київ","4-6 років","2500 - 3000","Junior","Performance QA",1
"Київ","4-6 років","2500 - 3000","Manager","General QA",1
"Київ","4-6 років","2500 - 3000","Middle","Automation QA",6
"Київ","4-6 років","2500 - 3000","Middle","General QA",2
"Київ","4-6 років","2500 - 3000","Middle","Manual QA",8
"Київ","4-6 років","2500 - 3000","Senior","Automation QA",2
"Київ","4-6 років","2500 - 3000","Senior","General QA",6
"Київ","4-6 років","2500 - 3000","Senior","Manual QA",9
"Київ","4-6 років","2500 - 3000","Team Lead","Manual QA",2
"Київ","4-6 років","3000 - 3500","Middle","Automation QA",2
"Київ","4-6 років","3000 - 3500","Middle","General QA",1
"Київ","4-6 років","3000 - 3500","Middle","Manual QA",4
"Київ","4-6 років","3000 - 3500","Senior","Automation QA",5
"Київ","4-6 років","3000 - 3500","Senior","General QA",6
"Київ","4-6 років","3000 - 3500","Senior","Manual QA",12
"Київ","4-6 років","3000 - 3500","Team Lead","General QA",1
"Київ","4-6 років","3000 - 3500","Team Lead","Manual QA",4
"Київ","4-6 років","3000 - 3500","Tech Lead","Automation QA",1
"Київ","4-6 років","3000 - 3500","Tech Lead","General QA",2
"Київ","4-6 років","3000 - 3500","Tech Lead","Manual QA",1
"Київ","4-6 років","3500 - 4000","Middle","Automation QA",3
"Київ","4-6 років","3500 - 4000","Middle","Manual QA",1
"Київ","4-6 років","3500 - 4000","Senior","Automation QA",4
"Київ","4-6 років","3500 - 4000","Senior","General QA",5
"Київ","4-6 років","3500 - 4000","Senior","Manual QA",4
"Київ","4-6 років","3500 - 4000","Team Lead","Automation QA",2
"Київ","4-6 років","3500 - 4000","Team Lead","General QA",1
"Київ","4-6 років","4000 - 4500","Middle","Automation QA",3
"Київ","4-6 років","4000 - 4500","Senior","General QA",2
"Київ","4-6 років","4000 - 4500","Senior","Manual QA",2
"Київ","4-6 років","4000 - 4500","Team Lead","Automation QA",1
"Київ","4-6 років","4000 - 4500","Team Lead","Manual QA",1
"Київ","4-6 років","4000 - 4500","Tech Lead","Manual QA",1
"Київ","4-6 років","4500 - 5000","Senior","Automation QA",2
"Київ","4-6 років","4500 - 5000","Senior","Manual QA",1
"Київ","4-6 років","4500 - 5000","Team Lead","General QA",1
"Київ","4-6 років","4500 - 5000","Team Lead","Manual QA",1
"Київ","4-6 років","4500 - 5000","Tech Lead","Automation QA",2
"Київ","4-6 років","500 - 1000","Junior","Manual QA",3
"Київ","4-6 років","500 - 1000","Middle","Manual QA",4
"Київ","4-6 років","5000 - 5500","Middle","Automation QA",1
"Київ","4-6 років","5000 - 5500","Senior","Automation QA",2
"Київ","4-6 років","5000 - 5500","Team Lead","Manual QA",1
"Київ","4-6 років","5500 - 6000","Tech Lead","Automation QA",1
"Київ","7-10 років","0 - 500","Senior","Manual QA",1
"Київ","7-10 років","1000 - 1500","Middle","Manual QA",1
"Київ","7-10 років","2000 - 2500","Middle","Automation QA",1
"Київ","7-10 років","2000 - 2500","Middle","Manual QA",3
"Київ","7-10 років","2000 - 2500","Senior","General QA",1
"Київ","7-10 років","2500 - 3000","Middle","Automation QA",1
"Київ","7-10 років","2500 - 3000","Middle","General QA",1
"Київ","7-10 років","2500 - 3000","Middle","Manual QA",1
"Київ","7-10 років","2500 - 3000","Senior","Automation QA",2
