"Город","salary","Должность","exp","Язык.программирования"
"1303","Симферополь",2300,"Senior Software Engineer",4,"Java"
"1304","Харьков",550,"QA engineer",0.75,""
"1305","Львов",2200,"Team lead",10,""
"1306","Киев",1250,"Software Engineer",1.25,"PHP"
"1307","Киев",1700,"QA engineer",2,""
"1308","Киев",2200,"Software Engineer",3.5,"C#/.NET"
"1310","Львов",2200,"Senior Software Engineer",10,"C"
"1311","Днепр.",2200,"Software Engineer",2.5,"C++"
"1312","Днепр.",2200,"Software Engineer",2.5,"C++"
"1313","Киев",1800,"Senior Software Engineer",3,"PHP"
"1314","Львов",3300,"Project manager",8,""
"1315","Хмельницкий",1000,"Technical Lead",6,"PHP"
"1316","Киев",2500,"QA Tech Lead",3.5,""
"1317","Киев",3000,"Senior Software Engineer",7,"C#/.NET"
"1318","Одесса",1400,"Software Engineer",1.5,"Objective-C"
"1319","Киев",3000,"Software Engineer",5,"JavaScript"
"1320","Львов",2700,"Team lead",5.5,""
"1321","Днепр.",2000,"Senior Software Engineer",4,"C#/.NET"
"1322","Харьков",1500,"Software Engineer",2,"PHP"
"1323","Донецк",625,"Software Engineer",3,"C#/.NET"
"1324","Львов",1500,"Software Engineer",3,"Java"
"1325","Киев",1500,"Senior QA engineer",4,""
"1326","Днепр.",1600,"Software Engineer",3.5,"PHP"
"1327","Киев",2200,"Software Engineer",4.5,"C++"
"1329","Киев",1500,"Software Engineer",6.5,"PHP"
"1330","Киев",850,"Системный администратор",5,""
"1331","Киев",1500,"Software Engineer",3,"C++"
"1332","Киев",2000,"Software Engineer",7,"C++"
"1333","Луганск",1100,"Director of Engineering / Program Director",2,""
"1334","Киев",3000,"Project manager",5,""
"1335","Харьков",600,"Технический писатель",4.5,""
"1336","Львов",800,"Senior Software Engineer",2,"Objective-C"
"1337","Харьков",1000,"Director of Engineering / Program Director",5,""
"1338","Одесса",1200,"Software Engineer",4,"Java"
"1339","Одесса",2700,"Technical Lead",2,"Java"
"1340","Киев",2600,"Senior QA engineer",2.5,""
"1341","Киев",750,"Junior Software Engineer",3,"Java"
"1342","Винница",700,"Верстальщик",2,""
"1343","Львов",500,"Junior Software Engineer",1,"C++"
"1344","Харьков",2000,"Software Engineer",4.5,"PHP"
"1345","Киев",650,"Junior Software Engineer",0.5,"JavaScript"
"1346","Киев",3000,"Technical Lead",9,"C#/.NET"
"1347","Харьков",400,"Junior QA engineer",0.25,""
"1348","Киев",2800,"Technical Lead",4.5,"C#/.NET"
"1349","Киев",2500,"Technical Lead",6,"Python"
"1350","Киев",2400,"Technical Lead",3.5,"JavaScript"
"1351","Днепр.",2312.5,"Senior Software Engineer",10,"PHP"
"1352","Киев",3700,"Team lead",7,""
"1353","Львов",2800,"Senior Software Engineer",4,"Java"
"1354","Киев",3200,"Senior Software Engineer",10,"C#/.NET"
"1355","Одесса",2600,"Team lead",4,""
"1356","Киев",1600,"Software Engineer",3.5,"C#/.NET"
"1357","Киев",2500,"Software Engineer",2.5,"C#/.NET"
"1358","Днепр.",1000,"Software Engineer",0.75,"Objective-C"
"1359","Донецк",1000,"Software Engineer",1,"Ruby/Rails"
"1360","Львов",2800,"Senior Software Engineer",7,"Java"
"1361","Днепр.",2100,"Technical Lead",8.5,"Java"
"1363","Киев",300,"Junior Software Engineer",0,"PHP"
"1364","Харьков",2100,"Senior Software Engineer",6.5,"C++"
"1365","Харьков",2000,"Senior Software Engineer",10,"C++"
"1366","Киев",600,"Junior QA engineer",0,""
"1367","Киев",675,"Junior Software Engineer",1,"C#/.NET"
"1368","Днепр.",1250,"Бизнес-аналитик",3,""
"1369","Днепр.",1700,"Senior Software Engineer",5,"SQL"
"1370","Киев",1800,"Software Engineer",6,"C#/.NET"
"1371","Киев",900,"Junior QA engineer",0.5,""
"1372","Киев",300,"Junior Software Engineer",0.5,"Java"
"1373","Черновцы",800,"Junior Software Engineer",0.25,"C#/.NET"
"1374","Харьков",1500,"Software Engineer",2.5,"Java"
"1375","Киев",3250,"Team lead",7,""
"1376","Киев",2200,"Senior Software Engineer",3.5,"Java"
"1377","Киев",3700,"Senior Software Engineer",4,"Java"
"1378","Киев",3000,"Senior Project Manager / Program Manager",5.5,""
"1379","Киев",3400,"Technical Lead",4,"Java"
"1380","Киев",2500,"Senior QA engineer",1.5,""
"1381","Днепр.",750,"Project manager",1.5,""
"1382","Николаев",350,"Junior Software Engineer",0.75,"PHP"
"1383","Киев",800,"QA engineer",0.75,""
"1384","Киев",2500,"Software Engineer",5,"Java"
"1385","Киев",2400,"Project manager",4,""
"1386","Киев",2400,"Senior Software Engineer",6,"SQL"
"1387","Киев",2200,"Senior QA engineer",5,""
"1388","Киев",1200,"Junior Software Engineer",1.75,"PHP"
"1390","Днепр.",3800,"Technical Lead",6,"C#/.NET"
"1391","Львов",2500,"Senior Software Engineer",4.5,"Java"
"1392","Киев",2000,"Software Engineer",10,"Java"
"1393","Харьков",1500,"Senior Software Engineer",3,"Ruby/Rails"
"1394","Тернополь",700,"Software Engineer",6,"C#/.NET"
"1395","Киев",3200,"Senior Project Manager / Program Manager",8,""
"1396","Киев",1300,"Software Engineer",2,"C#/.NET"
"1398","Житомир",1700,"Project manager",5,""
"1399","Киев",2000,"Software Engineer",4,"Java"
"1400","Киев",2750,"Software Engineer",4,"Java"
"1401","Киев",2600,"Senior Software Engineer",9,"PHP"
"1402","Ужгород",1000,"Software Engineer",2,"C++"
"1403","Киев",600,"Junior Software Engineer",0.5,"Java"
"1404","Запорожье",2000,"Системный администратор",3,""
"1405","Одесса",2300,"Senior Software Engineer",4,"Java"
"1406","Киев",2600,"Senior Software Engineer",5,"C++"
"1407","Киев",875,"Senior Software Engineer",10,"Java"
"1408","Киев",1450,"QA engineer",1.75,""
"1409","Киев",1500,"Software Engineer",1.25,"Java"
"1410","Киев",3600,"Technical Lead",7,"Java"
"1412","Киев",2200,"Software Engineer",3,"Java"
"1413","Донецк",400,"Системный администратор",2,""
"1414","Харьков",2000,"Project manager",2,""
"1415","Киев",1000,"Software Engineer",1,"C#/.NET"
"1416","Киев",600,"Бизнес-аналитик",0.5,""
"1417","Киев",2500,"Technical Lead",5,"PHP"
"1418","Киев",2000,"Technical Lead",4,"Java"
"1419","Львов",2000,"Software Engineer",5,"C++"
"1420","Киев",900,"Software Engineer",3,"PHP"
"1421","Киев",1800,"Software Engineer",5,"Python"
"1422","Киев",1000,"Software Engineer",1.5,"C#/.NET"
"1423","Луганск",300,"Дизайнер",2.5,""
"1424","Харьков",3200,"Technical Lead",7.5,"C#/.NET"
"1425","Киев",1500,"Junior Software Engineer",1.5,"C#/.NET"
"1426","Днепр.",800,"Junior QA engineer",0.75,""
"1427","Киев",1250,"QA engineer",7,""
"1428","Киев",4000,"Team lead",8,""
"1429","Харьков",1200,"Software Engineer",3,"C#/.NET"
"1430","Киев",2000,"Senior Software Engineer",1.25,"Java"
"1431","Чернигов",625,"Junior Software Engineer",0.75,"Java"
"1432","Киев",2500,"Project manager",5,""
"1433","Харьков",1600,"Software Engineer",3.5,"Java"
"1434","Харьков",1000,"Software Engineer",1.5,"Objective-C"
"1435","Запорожье",1500,"QA Tech Lead",10,""
"1436","Харьков",650,"Software Engineer",1.75,"PHP"
"1437","Львов",1700,"Software Engineer",3.5,"C#/.NET"
"1438","Киев",600,"Project manager",1.5,""
"1439","Симферополь",1600,"Project manager",4,""
"1440","Харьков",400,"Junior Software Engineer",0.5,"PHP"
"1441","Харьков",2000,"Senior QA engineer",5.5,""
"1442","Харьков",2300,"Senior Software Engineer",6,"JavaScript"
"1443","Днепр.",1000,"Software Engineer",1.5,"Java"
"1444","Львов",1800,"Senior Software Engineer",8,"JavaScript"
"1445","Киев",800,"Software Engineer",2,"Delphi"
"1446","Одесса",2900,"Team lead",6.5,""
"1447","Киев",2050,"Software Engineer",3.5,"C#/.NET"
"1448","Киев",1500,"Project manager",6,""
"1449","Николаев",1100,"DBA / Администратор баз данных",8,""
"1450","Киев",1500,"Software Engineer",5.5,"PHP"
"1451","Львов",3000,"Team lead",7,""
"1452","Днепр.",800,"QA engineer",0.5,""
"1453","Киев",1700,"Верстальщик",6.5,""
"1454","Киев",2300,"Senior Software Engineer",4.5,"C#/.NET"
"1455","Луганск",700,"Junior Software Engineer",1,"Python"
"1456","Винница",1250,"QA Tech Lead",6,""
"1457","Днепр.",2800,"Senior Software Engineer",7.5,"C#/.NET"
"1458","Львов",650,"Junior Software Engineer",1,"Java"
"1459","Киев",700,"Junior QA engineer",0.75,""
"1460","Одесса",2500,"Director of Engineering / Program Director",3,""
"1461","Киев",1000,"Software Engineer",2,"PHP"
"1462","Харьков",1900,"Senior Software Engineer",5,"Java"
"1463","Львов",500,"Junior Software Engineer",1,"C#/.NET"
"1464","Одесса",3000,"Senior Software Engineer",5,"JavaScript"
"1465","Харьков",2000,"Team lead",5,""
"1466","Киев",1500,"Junior Software Engineer",2.5,"C++"
"1467","Киев",4600,"Director of Engineering / Program Director",10,""
"1468","Днепр.",2600,"Senior Software Engineer",2,"Objective-C"
"1469","Чернигов",400,"Software Engineer",1,"Java"
"1470","Киев",2800,"Software Engineer",3.5,"Java"
"1471","Киев",1500,"Дизайнер",2,""
"1472","Киев",2900,"Senior Software Engineer",9,"Java"
"1473","Киев",3000,"Senior Software Engineer",9,"C#/.NET"
"1474","Севастополь",562.5,"Junior Software Engineer",3,"PHP"
"1475","Киев",1500,"Software Engineer",4.5,"C++"
"1476","Днепр.",450,"Junior Software Engineer",0.75,"PHP"
"1477","Киев",1600,"Software Engineer",6,"C"
"1478","Львов",600,"QA engineer",1.5,""
"1479","Днепр.",900,"Верстальщик",3,""
"1480","Киев",3100,"Senior Software Engineer",4,"Java"
"1481","Киев",700,"Junior Software Engineer",1,"Java"
"1482","Киев",2100,"Junior Software Engineer",2,"Java"
"1483","Днепр.",700,"Junior Software Engineer",0,"C#/.NET"
"1484","Черкассы",500,"Junior Software Engineer",2,"Python"
"1485","Донецк",625,"Дизайнер",0,""
"1486","Киев",2000,"Системный администратор",8,""
"1487","Киев",2000,"DBA / Администратор баз данных",5.5,""
"1488","Донецк",500,"Junior Software Engineer",0.5,"Java"
"1489","Львов",2200,"Senior Software Engineer",3.5,"C#/.NET"
"1490","Донецк",500,"Junior Software Engineer",1,"PHP"
"1491","Харьков",1500,"Software Engineer",2,"PHP"
"1492","Киев",1700,"Верстальщик",5,""
"1493","Одесса",1300,"Software Engineer",5,"JavaScript"
"1494","Киев",1500,"Software Engineer",2,"Ruby/Rails"
"1495","Киев",850,"QA engineer",1,""
"1496","Киев",2000,"Director of Engineering / Program Director",8,""
"1497","Киев",3500,"Team lead",7,""
"1499","Севастополь",1700,"Senior Software Engineer",5,"C#/.NET"
"1500","Севастополь",1900,"Senior Software Engineer",10,"C#/.NET"
"1501","Киев",1200,"Senior Software Engineer",5,"SQL"
"1502","Киев",2000,"Software Engineer",2.5,"C#/.NET"
"1503","Киев",2050,"Системный администратор",7,""
"1504","Симферополь",1300,"QA engineer",3.5,""
"1505","Киев",2500,"Senior Software Engineer",7,"C#/.NET"
"1506","Киев",1500,"Senior QA engineer",4,""
"1507","Киев",1100,"Software Engineer",1.75,"Java"
"1508","Киев",2000,"Senior Software Engineer",7,"C#/.NET"
"1509","Киев",800,"Junior QA engineer",1,""
"1510","Киев",1600,"Software Engineer",5,"PHP"
"1511","Харьков",400,"QA engineer",0,""
"1512","Киев",1400,"QA engineer",2,""
"1513","Львов",1400,"Software Engineer",4.5,"PHP"
"1514","Киев",1500,"Software Engineer",2.5,"PHP"
"1515","Киев",2500,"Senior Software Engineer",6,"C#/.NET"
"1516","Киев",500,"Junior Software Engineer",0.25,"C++"
"1517","Киев",2400,"Senior Software Engineer",2.5,"C#/.NET"
"1518","Киев",2500,"Software Engineer",2.5,"PHP"
"1519","Киев",3300,"Senior Software Engineer",10,"SQL"
"1520","Харьков",1100,"Junior Software Engineer",0.75,"Java"
"1521","Киев",2625,"Software Engineer",5,"C++"
"1522","Киев",1500,"Software Engineer",10,"Flex/Flash/AIR"
"1523","Киев",2700,"Team lead",5.5,""
"1524","Харьков",640,"Software Engineer",2.5,"PHP"
"1525","Киев",4500,"Director of Engineering / Program Director",9,""
"1526","Харьков",1200,"QA engineer",3.5,""
"1527","Киев",2000,"Software Engineer",1,"PHP"
"1528","Днепр.",500,"Junior QA engineer",0.75,""
"1529","Луганск",1500,"Team lead",8,""
"1530","Харьков",700,"QA engineer",1,""
"1531","Киев",900,"Junior Software Engineer",1,"Java"
"1532","Киев",2000,"Software Engineer",4.5,"Java"
"1533","Львов",2800,"Project manager",10,""
"1534","Киев",3000,"Senior Software Engineer",8.5,"Delphi"
"1535","Львов",1250,"Senior Software Engineer",3.5,"JavaScript"
"1536","Киев",1500,"Software Engineer",2,"Java"
"1537","Львов",1250,"Junior Software Engineer",3,"C#/.NET"
"1538","Луганск",412.5,"Team lead",1.5,""
"1539","Днепр.",3750,"Гейм-дизайнер",0.25,""
"1540","Львов",3200,"Team lead",9.5,""
"1541","Киев",925,"QA engineer",1,""
"1542","Донецк",900,"Senior Software Engineer",6,"PHP"
"1543","Киев",2500,"Software Engineer",4.5,"Java"
"1544","Киев",1650,"Системный администратор",10,""
"1545","Харьков",1500,"Senior Software Engineer",3.5,"C#/.NET"
"1546","Киев",3600,"Senior Project Manager / Program Manager",2,""
"1547","Киев",1500,"Senior QA engineer",3,""
"1548","Донецк",500,"Senior Software Engineer",5,"Delphi"
"1549","Днепр.",900,"QA engineer",1,""
"1550","Киев",1000,"Junior Software Engineer",1.25,"C#/.NET"
"1551","Киев",1300,"Software Engineer",0.5,"Java"
"1552","Донецк",1800,"Team lead",9,""
"1553","Одесса",2000,"Technical Lead",5,"Python"
"1554","Киев",3000,"Software Engineer",8,"PHP"
"1555","Киев",625,"Бизнес-аналитик",4.5,""
"1556","Ивано-Франковск",375,"Software Engineer",0.75,"PHP"
"1557","Киев",2500,"Senior Software Engineer",4,"C#/.NET"
"1558","Одесса",2000,"Senior Software Engineer",10,"Ruby/Rails"
"1559","Киев",1200,"QA engineer",3,""
"1560","Киев",2250,"Technical Lead",5,"PHP"
"1561","Харьков",900,"Системный администратор",4,""
"1562","Киев",1000,"Junior Software Engineer",0,"SQL"
"1563","Киев",800,"Junior QA engineer",0.75,""
"1564","Харьков",800,"Software Engineer",1.5,"JavaScript"
"1565","Днепр.",1000,"QA engineer",2.5,""
"1566","Киев",1400,"Верстальщик",4,""
"1567","Киев",2625,"Senior Software Engineer",10,"SQL"
"1568","Киев",2500,"QA Tech Lead",6,""
"1569","Киев",2000,"Team lead",10,""
"1570","Киев",1100,"QA engineer",2,""
"1571","Киев",2000,"Project manager",6,""
"1572","Харьков",2300,"Senior Software Engineer",6.5,"C#/.NET"
"1573","Донецк",1500,"Team lead",5.5,""
"1574","Днепр.",2000,"Дизайнер",8,""
"1575","Львов",1100,"Software Engineer",3,"C#/.NET"
"1576","Харьков",600,"Junior Software Engineer",0.25,"Ruby/Rails"
"1577","Харьков",975,"QA engineer",3,""
"1578","Днепр.",2300,"Technical Lead",7,"C"
"1579","Днепр.",2700,"Системный администратор",10,""
"1580","Киев",1100,"QA engineer",4,""
"1581","Харьков",1200,"Software Engineer",3,"C#/.NET"
"1582","Киев",875,"Системный администратор",5,""
"1583","Киев",1400,"Software Engineer",9,"C#/.NET"
"1584","Донецк",1500,"QA engineer",3,""
"1585","Львов",2950,"Senior Software Engineer",7,"Java"
"1586","Днепр.",1700,"Software Engineer",10,"C++"
"1587","Киев",2300,"Senior Software Engineer",4,"C#/.NET"
"1588","Харьков",250,"Junior Software Engineer",0.25,"PHP"
"1589","Львов",1500,"Software Engineer",3.5,"C#/.NET"
"1590","Киев",2300,"Senior Software Engineer",1.5,"Objective-C"
